Esas No,Tarih,İl,Milletvekili,Muhatap Bakanlık,Durum,Önerge Özeti
7 / 23388,23.01.2025,Hakkari,Vezir Coşkun PARLAK,Milli Savunma Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Suriye'nin kuzeyi ve doğusunda yaşanan çatışmalara dair bazı iddialara ilişkin
7 / 31634,25.07.2025,Mardin,Salihe AYDENİZ,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Mardin'de bulunan Zinnar Bağları bölgesinde gerçekleştirilen yapılaşma çalışmalarına ilişkin
7 / 10696,20.03.2024,Kırklareli,Vecdi GÜNDOĞDU,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Kırklareli iline kurulması planlanan nükleer enerji santralinin çevresel etkilerine ilişkin
7 / 22763,29.01.2025,Şanlıurfa,Mahmut TANAL,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Şanlıurfa'nın Ceylanpınar ilçesindeki doğal gaz altyapısı çalışmalarının akıbetine ilişkin
7 / 39928,05.02.2026,İstanbul,Burak AKBURAK,Aile Ve Sosyal Hizmetler Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Çocuk istismarı ile mücadeleye ilişkin
7 / 33589,04.09.2025,İstanbul,Celal FIRAT,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplandı,Hatay'ın Samandağ ilçesinde alınan acele kamulaştırma kararı kapsamında ağaçların kesilmesine ilişkin
7 / 36793,19.11.2025,Uşak,Ali KARAOBA,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Yılda 2 kere yapılan Diş Hekimliğinde Uzmanlık Giriş Sınavı'nın yılda bire düşürülmesine ilişkin
7 / 16096,10.09.2024,Isparta,Hikmet Yalım HALICI,Sağlık Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,2020'den günümüze kadar kumar bağımlılığı nedeniyle Yeşilay'a başvuran kişi sayısına ilişkin
7 / 43488,16.04.2026,Afyonkarahisar,Hakan Şeref OLGUN,Aile Ve Sosyal Hizmetler Bakanlığı,Cevaplandı,"Bakanlığın bağlı, ilgili veya ilişkili kuruluşlarının yurt dışında kurulu şirket veya iştiraklerine ilişkin"
7 / 9295,02.02.2024,İstanbul,Yüksel Mansur KILINÇ,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,TRT'nin İstanbul Büyükşehir Belediye başkan adayları ile ilgili yaptığı yayınlara ilişkin
7 / 17932,07.10.2024,Bitlis,Hüseyin OLAN,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bitlis ilinin Mutki ilçesinin Boğazönü köyüne İl Özel İdaresi tarafından yapılan hizmetlere ilişkin
7 / 406,15.06.2023,Isparta,Hikmet Yalım HALICI,Tarım Ve Orman Bakanlığı,Cevaplandı,Isparta'da dolu yağışı sebebiyle ürünleri zarar gören meyve üreticilerinin mağduriyetine ilişkin
7 / 3843,04.09.2023,Şanlıurfa,Mahmut TANAL,Gençlik Ve Spor Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Şanlıurfa'nın Siverek ilçesine öğrenci yurdu yapılması talebine ilişkin
7 / 14744,26.07.2024,Diyarbakır,Sevilay ÇELENK ÖZEN,Adalet Bakanlığı,Cevaplandı,Diyarbakır'da yaşanan bir cinsel istismar vakasıyla ilgili yargılama sürecine ilişkin
7 / 22530,28.01.2025,Mardin,Beritan GÜNEŞ ALTIN,Sağlık Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Mardin Mazıdağı Devlet Hastanesinin personel ve fiziki kapasite eksikliğine ilişkin
7 / 31197,10.07.2025,Afyonkarahisar,Hakan Şeref OLGUN,Tarım Ve Orman Bakanlığı,Cevaplandı,Şırnak ilinin Beytüşşebap ilçesinde şap hastalığı ile mücadeleye ilişkin
7 / 136,13.06.2023,Kocaeli,Ömer Faruk GERGERLİOĞLU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplandı,6 Şubat 2023 tarihinde Kahramanmaraş'ta meydana gelen depremlerde evleri yıkılan veya ağır hasar gören vatandaşların mağduriyetlerinin giderilmesine ilişkin
7 / 22502,27.01.2025,Mardin,Kamuran TANHAN,Sağlık Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,7-21 Ocak 2025 tarihleri arasında Mardin'de sağlık çalışanlarının şiddete maruz kaldığı olaylara ilişkin
7 / 9230,02.02.2024,Gaziantep,Ertuğrul KAYA,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,17 Ocak 2024 tarihinde Gaziantep Havalimanında yaşanan iniş sorununa ilişkin
7 / 19245,06.11.2024,Hakkari,Öznur BARTİN,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Hakkari'nin Derecik ilçesinde düzenlenen futbol turnuvasında yaşandığı iddia edilen olaylara ilişkin
7 / 8874,26.01.2024,Manisa,Bekir BAŞEVİRGEN,Çalışma Ve Sosyal Güvenlik Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,2021 ve 2023 yıllarında SGK'nın ödeme yaptığı özel hastane sayısına ilişkin
7 / 30212,03.07.2025,Trabzon,Sibel SUİÇMEZ,Çalışma Ve Sosyal Güvenlik Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Çocuk işçiliğiyle mücadele konusunda yapılan çalışmalara ilişkin
7 / 41402,23.02.2026,Diyarbakır,Mustafa Sezgin TANRIKULU,Ticaret Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Özelleştirme yoluyla yabancı menşeli şirketlere devredilen kamu varlıklarına ilişkin
7 / 30243,27.06.2025,Bursa,Hasan ÖZTÜRK,İçişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,"2019 mahalli idare seçimlerinden bu yana soruşturma, ön inceleme veya denetim yapılan belediyelere ilişkin"
7 / 42428,24.03.2026,Ankara,İdris ŞAHİN,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Çankırı'da yapılması planlanan Koyunbaba Barajı Sulama Projesi'nin akıbetine ilişkin
7 / 29412,17.06.2025,Muğla,Selçuk ÖZDAĞ,Kültür Ve Turizm Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bakanlığın uyuşturucu ile mücadele konusunda yürüttüğü çalışmalara ilişkin
7 / 26048,17.03.2025,Afyonkarahisar,Hakan Şeref OLGUN,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,2022-2024 yılları arasında Afyonkarahisar'ın Sinanpaşa ilçesine bağlı Küçükhüyük Belediyesinin yaptığı harcamalara ilişkin
7 / 14964,01.08.2024,Şırnak,Nevroz UYSAL ASLAN,Adalet Bakanlığı,Cevaplandı,Karabük T Tipi Kapalı Cezaevi İdare ve Gözlem Kurulu kararlarının usulsüz olduğu iddiasına ilişkin
7 / 18214,09.10.2024,İzmir,İbrahim AKIN,Ticaret Bakanlığı,Cevaplandı,İsrail ile ticari ilişkilerin devam ettiği iddiasına ilişkin
7 / 10816,29.03.2024,Şanlıurfa,Mahmut TANAL,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,2002 yılından bu yana Şanlıurfa'nın Karaköprü ilçesinde İsrail asıllı kişilere yapılan taşınmaz satışlarına ilişkin
7 / 23782,19.12.2024,Afyonkarahisar,Hakan Şeref OLGUN,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Uşak'ın Eşme ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 16146,16.09.2024,İstanbul,Turan Taşkın ÖZER,Aile Ve Sosyal Hizmetler Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,"Bakanlığa bağlı yurt, çocuk evi ve sevgi evlerinde kalan çocuklar hakkında yapılan kayıp bildirimlerine ilişkin"
7 / 27115,22.04.2025,Afyonkarahisar,Hakan Şeref OLGUN,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Uşak'ın Ulubey ilçesinde yaşanan zirai don afetinden etkilenen çiftçilerin mağduriyetinin giderilmesi talebine ilişkin
7 / 14101,18.07.2024,İzmir,Seda KÂYA ÖSEN,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,İzmir ili Konak ilçesinde iki vatandaşın elektrik akımına kapılarak hayatını kaybettiği bir olaya ilişkin
7 / 11859,13.05.2024,Mardin,Salihe AYDENİZ,Çalışma Ve Sosyal Güvenlik Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Engelli bireylerin istihdamına ilişkin
7 / 21875,08.01.2025,Ağrı,Heval BOZDAĞ,İçişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,İstanbul'da tutuklanan bir öğrenciye ilişkin
7 / 31727,29.07.2025,Şırnak,Nevroz UYSAL ASLAN,Adalet Bakanlığı,Cevaplandı,Şanlıurfa 1 Nolu T Tipi Kapalı Cezaevi İdare ve Gözlem Kurulunun bir mahkum hakkında verdiği karara ilişkin
7 / 13784,04.07.2024,İstanbul,İsa Mesih ŞAHİN,Milli Eğitim Bakanlığı,Cevaplandı,Bakanlık tarafından yürütülen PIKTES projesine ilişkin
7 / 38749,30.12.2025,Gaziantep,Hasan ÖZTÜRKMEN,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Bir savcı hakkındaki iddialara ilişkin
7 / 5475,16.10.2023,İstanbul,Medeni YILMAZ,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Elektrik dağıtım şirketlerinin denetimine ve işçi sayılarına ilişkin
7 / 14500,29.07.2024,Sakarya,Ümit DİKBAYIR,Çalışma Ve Sosyal Güvenlik Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Kamuda alt işveren bünyesinde çalışan işçilerin çeşitli sorunlarına ilişkin
7 / 1984,19.07.2023,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Ümraniye E Tipi Kapalı Cezaevinde bulunan bir mahkumun adil yargılanma talebine ilişkin
7 / 31002,17.07.2025,Uşak,Ali KARAOBA,Ulaştırma Ve Altyapı Bakanlığı,Cevaplandı,Zafer Havalimanıyla ilgili çeşitli verilere ilişkin
7 / 40987,20.02.2026,Burdur,İzzet AKBULUT,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Burdur'un Yeşilova ilçesine bağlı İğdir köyünde yürütülen dere ıslah çalışmalarına ilişkin
7 / 27174,09.04.2025,Balıkesir,Serkan SARI,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,Cumhurbaşkanlığı Külliyesinin elektrik tüketim miktarına ilişkin
7 / 26291,26.03.2025,Afyonkarahisar,Hakan Şeref OLGUN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Kastamonu ilinin Hanönü ilçesinde yürütülen kentsel dönüşüm çalışmalarına ilişkin
7 / 13700,05.07.2024,Adana,Ayhan BARUT,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Adıyaman ilinde hizmet veren kamu binalarının depreme dayanıklılığına ilişkin
7 / 29854,18.06.2025,Diyarbakır,Serhat EREN,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Maltepe 1 Nolu L Tipi Cezaevinde bulunan bazı mahkumların tahliye talebine ilişkin
7 / 9122,02.02.2024,Zonguldak,Deniz YAVUZYILMAZ,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Zonguldak'ta ihtiyaç sahiplerine dağıtılan kömürlerin mevzuatta belirlenen kriterleri taşımadığı iddiasına ilişkin
7 / 35152,14.10.2025,Şanlıurfa,Ferit ŞENYAŞAR,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Şanlıurfa Suruç Devlet Hastanesinin uzman doktor ihtiyacına ilişkin
7 / 4937,04.10.2023,İstanbul,Nimet ÖZDEMİR,Çalışma Ve Sosyal Güvenlik Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,2000 yılından önce kaydı yapılmayan Bağ-Kur'a tabi esnafın mağduriyetinin giderilmesine ilişkin
7 / 29742,25.06.2025,Tekirdağ,İlhami Özcan AYGUN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,TOKİ ve Milli Emlak Genel Müdürlüğü aracılığıyla satılan Hazine arazilerine ilişkin
7 / 5389,13.10.2023,Adana,Ayhan BARUT,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Batman ilindeki okulların depreme dayanıklılığına ilişkin
7 / 29785,25.06.2025,Mardin,Salihe AYDENİZ,İçişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Son dönemde yaşanan bazı kadın cinayetlerinin soruşturmalarına ilişkin
7 / 35817,24.10.2025,Çorum,Mehmet TAHTASIZ,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplandı,2020-2025 yılları arasında silinen vergi borcu tutarına ilişkin
7 / 35098,13.10.2025,Diyarbakır,Serhat EREN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Hevsel Bahçeleri'nin korunmasına ilişkin
7 / 40960,20.02.2026,İstanbul,Suat ÖZÇAĞDAŞ,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bir lisenin başka bir binaya taşınacağı ve arazisinin devredileceği iddiasına ilişkin
7 / 12363,23.05.2024,Konya,Barış BEKTAŞ,Tarım Ve Orman Bakanlığı,Cevaplandı,Tepekent Göleti Projesi'nin akıbetine ilişkin
7 / 9081,02.02.2024,Zonguldak,Deniz YAVUZYILMAZ,Aile Ve Sosyal Hizmetler Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Zonguldak'ta ihtiyaç sahiplerine dağıtılan kömürlerin mevzuatta belirlenen kriterleri taşımadığı iddiasına ilişkin
7 / 6916,30.11.2023,Hatay,Adnan Şefik ÇİRKİN,Ticaret Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Hatay'da istihdamın artırılması için yapılan çalışmalara ilişkin
7 / 34545,23.09.2025,İstanbul,Özgür KARABAT,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Uzun tutukluluk sürelerine ilişkin
7 / 23109,18.12.2024,Afyonkarahisar,Hakan Şeref OLGUN,Kültür Ve Turizm Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Eskişehir'in Mihalgazi ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 22932,23.01.2025,Diyarbakır,Adalet KAYA,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Diyarbakır 2 Nolu Yüksek Güvenlikli Cezaevinde yaşandığı iddia edilen hak ihlallerine ilişkin
7 / 7602,21.12.2023,Kars,Gülüstan KILIÇ KOÇYİĞİT,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,HPV aşısının ulusal aşı programına dahil edilmesine ilişkin
7 / 16316,04.09.2024,Şırnak,Ayşegül DOĞAN,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Habur Sınır Kapısından ülkemize geçmek isteyen bir kişiye ilişkin
7 / 1286,16.06.2023,Gaziantep,Ertuğrul KAYA,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Eski İçişleri Bakanının telefonunda yüklü olan bir uygulamaya ilişkin
7 / 7280,11.12.2023,Bitlis,Hüseyin OLAN,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,Diyanet İşleri Başkanlığının hutbelerin yayımlanacağı diller arasında Kürtçeye yer vermemesine ilişkin
7 / 41294,25.02.2026,Tekirdağ,Cem AVŞAR,Ulaştırma Ve Altyapı Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,2023 yılından bu yana Bakanlık tarafından Tekirdağ'a yapılan yatırımlara ilişkin
7 / 15741,26.08.2024,Balıkesir,Turhan ÇÖMEZ,Milli Savunma Bakanlığı,Cevaplandı,Akdeniz'de ABD deniz kuvvetleri tarafından yapılan tatbikata Türk Donanması'nın katılıp katılmadığına ilişkin
7 / 28108,09.05.2025,Kocaeli,Lütfü TÜRKKAN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Kocaeli'nin İzmit ilçesinde hizmet veren tramvay hattıyla ilgili şikayetlere ilişkin
7 / 23252,20.12.2024,Afyonkarahisar,Hakan Şeref OLGUN,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Isparta'nın Yenişarbademli ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 31772,29.07.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Enerji Ve Tabii Kaynaklar Bakanlığı,Cevaplandı,Kocaeli'nin Darıca ilçesinde meydana gelen doğalgaz patlamasından etkilenen vatandaşların mağduriyetinin giderilmesine ilişkin
7 / 16199,12.09.2024,İstanbul,Mehmet Satuk Buğra KAVUNCU,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Taşrada görev yapan öğretmenlerin yaşadığı sorunlara ilişkin
7 / 44584,11.05.2026,Konya,Barış BEKTAŞ,Sağlık Bakanlığı,15 Günlük Cevaplanma Süresi Devam Ediyor,Olası bir hantavirüs salgınına karşı alınan önlemlere ilişkin
7 / 17625,04.10.2024,Bitlis,Hüseyin OLAN,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bitlis ilinin Adilcevaz ilçesinin Kayadağ köyüne İl Özel İdaresi tarafından yapılan hizmetlere ilişkin
7 / 30876,14.07.2025,Bartın,Aysu BANKOĞLU,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Son iki yılda gerçekleştirilen gıda denetimlerine ilişkin
7 / 38014,17.12.2025,İzmir,Sevda ERDAN KILIÇ,Sanayi Ve Teknoloji Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Zafer Kalkınma Ajansına uzman personel alımında yapılan mülakatlara ilişkin
7 / 28433,08.05.2025,Zonguldak,Eylem Ertuğ ERTUĞRUL,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,TPAO'nun iştiraki olduğu bir şirket tarafından gerçekleştirilen catering hizmeti alım ihalesiyle ilgili iddialara ilişkin
7 / 36960,21.11.2025,Gaziantep,Sevda KARACA DEMİR,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,26 Ekim 2025 tarihinde İstanbul'da gerçekleştirilen bir protestoya ilişkin
7 / 16379,09.09.2024,İstanbul,Cemal ENGİNYURT,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bir sosyal medya platformunda yapılan açıklamalara ilişkin
7 / 22236,21.01.2025,Eskişehir,Utku ÇAKIRÖZER,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Eskişehir'in Sivrihisar ilçesinde yapılması planlanan bir maden atık depolama tesisi projesine ilişkin
7 / 44231,05.05.2026,İzmir,Murat BAKAN,İçişleri Bakanlığı,15 Günlük Cevaplanma Süresi Devam Ediyor,29 Nisan 2026 tarihinde Lice İlçe Emniyet Amirliğinde meydana geldiği iddia edilen bir olaya ilişkin
7 / 26624,10.04.2025,Konya,Ali YÜKSEL,Adalet Bakanlığı,Cevaplandı,Cezaevlerinde bulunan mahkum sayısına ilişkin
7 / 38991,13.01.2026,Hakkari,Öznur BARTİN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Hakkari'de yaşanan hava kirliliği sorununa ilişkin
7 / 847,21.06.2023,Adana,Tulay HATIMOĞULLARI ORUÇ,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Seyhan ve Ceyhan nehirlerinde yaşanan kirliliğe ilişkin
7 / 767,20.06.2023,Konya,Ünal KARAMAN,Tarım Ve Orman Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Apa-Hotamış İletim Kanalı projesinin akıbetine ilişkin
7 / 43359,15.04.2026,Giresun,Elvan IŞIK GEZMİŞ,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Giresun'un Tirebolu ilçesine bağlı Sekü köyünde yürütülmesi planlanan maden projesi hakkında verilen yürütmeyi durdurma kararına ilişkin
7 / 33135,01.09.2025,Gaziantep,Sevda KARACA DEMİR,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Bazı Hazine arazilerinin trampa işlemi sonucu kamu zararı oluştuğu iddiasına ilişkin
7 / 30325,03.07.2025,Trabzon,Sibel SUİÇMEZ,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Trabzon'un Ortahisar ilçesindeki internet altyapısına ilişkin
7 / 34458,26.09.2025,İstanbul,Özgül SAKİ,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Kastamonu'nun Hanönü ilçesinde bir firmanın atıklarını Gökırmak'a boşaltmasına ilişkin
7 / 26220,21.03.2025,Denizli,Yasin ÖZTÜRK,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,SMA hastalarının tedavi sürecine ilişkin
7 / 42938,07.04.2026,Eskişehir,Utku ÇAKIRÖZER,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,5G'ye geçiş süreci kapsamında yürütülen reklam kampanyasına ve kamu ilan ve reklamlarının basın kuruluşlarına dağıtım kriterlerine ilişkin
7 / 8990,29.01.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,Çalışma Ve Sosyal Güvenlik Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Memuriyeti sona eren kişilerin sigorta girişi yapmaları nedeniyle emekli ikramiyesi alamamasına ilişkin
7 / 27397,09.04.2025,Diyarbakır,Mustafa Sezgin TANRIKULU,Ticaret Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bir yemek eleştirmenine örtülü reklam gerekçesiyle soruşturma açıldığı iddiasına ilişkin
7 / 19583,19.11.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Ödemiş M Tipi Kapalı Ceza İnfaz Kurumunda hayatını kaybeden bir kişiye ilişkin
7 / 42247,19.03.2026,Gaziantep,Hasan ÖZTÜRKMEN,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Bir kamu bankası hakkında ABD'de görülen davaya ilişkin
7 / 33306,02.09.2025,Karabük,Cevdet AKAY,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Karabük'te yürütülen dere ıslah çalışmalarına ilişkin
7 / 33670,05.09.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,KHK ile ihraç edilen bir kişinin adil yargılanmadığı iddiasına ilişkin
7 / 35602,22.10.2025,İstanbul,Elif ESEN,Aile Ve Sosyal Hizmetler Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Engelli bireylere yönelik hizmetlerin tek çatı altında toplanmasına ilişkin
7 / 7791,27.12.2023,Diyarbakır,Serhat EREN,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,İzmir'in Buca ilçesindeki bir köy okulunun isminin değiştirilmesine ilişkin
7 / 38977,13.01.2026,Mardin,Kamuran TANHAN,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Kırıkkale F Tipi Kapalı Cezaevinde yaşandığı iddia edilen hak ihlallerine ilişkin
7 / 16598,17.09.2024,İstanbul,Celal FIRAT,İçişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Bir gazetecinin maruz kaldığı şiddet olayına ilişkin
7 / 25901,10.03.2025,Diyarbakır,Mustafa Sezgin TANRIKULU,Hazine Ve Maliye Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Havaalanları üzerinden altın kaçakçılığı yapıldığı iddiasına ilişkin
